report_date,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,noncomm_postions_spread_all,comm_positions_long_all,comm_positions_short_all,nonrept_positions_long_all,nonrept_positions_short_all
2011-03-29,117572,48499,8671,535,50289,96908,18249,11458
2011-04-05,117613,53374,9889,81,50695,91283,13463,16360
2011-04-12,118521,52157,8735,307,52344,94445,13713,15034
2011-04-19,106114,40874,9076,26,50811,81203,14403,15809
2011-04-26,114862,42165,9637,239,57900,87067,14558,17919
2011-05-03,131048,59201,12715,20,57822,106645,14005,11668
2011-05-10,120999,50645,9482,378,54648,98630,15328,12509
2011-05-17,106241,33530,9694,255,58156,74839,14300,21453
2011-05-24,106471,32483,10619,210,59585,74367,14193,21275
2011-05-31,108229,34705,10793,581,59795,74705,13148,22150
2011-06-07,99727,21596,15702,405,65027,62851,12699,20769
2011-06-14,111067,20521,10067,4396,71577,73505,14573,23099
2011-06-21,82573,20871,6540,205,49423,67823,12074,8005
2011-06-28,79191,21682,4732,544,45036,65843,11929,8072
2011-07-05,99515,36337,9375,515,49956,81763,12707,7862
2011-07-12,117634,49604,11977,87,52955,97768,14988,7802
2011-07-19,120784,48338,10512,76,59006,102528,13364,7668
2011-07-26,113238,37401,11422,431,62420,94716,12986,6669
2011-08-02,110291,31325,12542,107,65175,87536,13684,10106
2011-08-09,98424,28058,3026,550,57692,85081,12124,9767
2011-08-16,80495,18689,13576,62,54404,56512,7340,10345
2011-08-23,76883,15906,3676,372,52303,62745,8302,10090
2011-08-30,77959,15156,8927,127,55310,57244,7366,11661
2011-09-06,74801,17432,5683,629,48652,57263,8088,11226
2011-09-13,92656,18731,7473,1003,61178,70764,11744,13416
2011-09-20,65504,14855,5416,41,43370,50093,7238,9954
2011-09-27,68372,11134,9321,3016,47951,45894,6271,10141
2011-10-04,75959,17736,7194,1924,48371,57159,7928,9682
2011-10-11,78663,20549,8532,58,50000,57686,8056,12387
2011-10-18,75889,14301,5886,430,52515,58942,8643,10631
2011-10-25,78486,13685,9857,60,51692,58086,13049,10483
2011-11-01,83909,16525,9612,707,53543,64254,13134,9336
2011-11-08,85350,14342,9138,40,58084,66312,12884,9860
2011-11-15,91036,19715,8535,311,56335,71226,14675,10964
2011-11-22,87973,17246,13027,1048,57264,65859,12415,8039
2011-11-29,83875,17585,14491,70,55473,60194,10747,9120
2011-12-06,96046,23427,10087,72,60269,75681,12278,10206
2011-12-13,158702,25551,11974,6282,112370,129350,14499,11096
2011-12-20,91018,28898,7596,321,51189,74682,10610,8419
2011-12-27,89529,25301,8367,570,53465,72816,10193,7776
2012-01-03,95924,27632,7728,359,55730,80502,12203,7335
2012-01-10,100498,26826,7788,1079,57579,83032,15014,8599
2012-01-17,101771,27880,8653,1623,57381,82628,14887,8867
2012-01-24,103432,32587,9115,196,55625,83819,15024,10302
2012-01-31,103671,34888,9037,258,54352,85123,14173,9253
2012-02-07,109780,39408,10776,47,55985,90183,14340,8774
2012-02-14,107986,37012,11248,47,56636,86278,14291,10413
2012-02-21,106313,38619,10166,149,54029,85831,13516,10167
2012-02-28,111897,42505,11577,820,54979,89154,13593,10346
2012-03-06,108007,38153,14935,784,55392,80681,13678,11607
2012-03-13,151141,47165,12541,4200,83284,122506,16492,11894
2012-03-20,106410,43379,13504,6,49654,83410,13371,9490
2012-03-27,106737,42130,12755,564,49612,84439,14431,8979
2012-04-03,104930,39622,14386,316,49987,79752,15005,10476
2012-04-10,99733,36283,16885,54,47422,73534,15974,9260
2012-04-17,103471,40174,14166,175,49763,79222,13359,9908
2012-04-24,100683,39317,12110,59,46230,79540,15077,8974
2012-05-01,112443,46760,13107,51,50756,89135,14876,10150
2012-05-08,103647,36154,19393,221,52916,75450,14356,8583
2012-05-15,100120,35671,16930,66,48991,74199,15392,8925
2012-05-22,101906,28795,19668,150,58454,73226,14507,8862
2012-05-29,102465,20155,21229,69,65140,73100,17101,8067
2012-06-05,103532,18142,18999,300,67871,76158,17219,8075
2012-06-12,129721,20518,18369,2819,88583,99265,17801,9268
2012-06-19,77430,19569,15089,316,44863,53503,12682,8522
2012-06-26,90613,35300,10003,121,41182,72379,14010,8110
2012-07-03,90905,30421,10141,326,45086,72299,15072,8139
2012-07-10,86560,26452,12394,118,45275,66417,14715,7631
2012-07-17,83211,23146,10595,2,45713,65463,14350,7151
2012-07-24,79159,21309,14477,75,43417,56497,14358,8110
2012-07-31,98191,36578,11713,195,44912,74986,16506,11297
2012-08-07,104764,39669,11713,207,48655,80718,16233,12126
2012-08-14,104224,36279,12095,60,50519,80970,17366,11099
2012-08-21,113274,41623,13998,253,52827,85930,18571,13093
2012-08-28,117752,44084,10174,1232,54121,96207,18315,10139
2012-09-04,112446,37825,12052,1487,56208,88694,16926,10213
2012-09-11,125948,43682,11781,1778,61620,100457,18868,11932
2012-09-18,151710,51001,11944,3262,78299,122798,19148,13706
2012-09-25,120873,55453,13101,775,47733,97808,16912,9189
2012-10-02,124083,54434,11244,1359,52733,103350,15557,8130
2012-10-09,115613,46446,12447,474,53688,92070,15005,10622
2012-10-16,120898,51355,12944,12,53159,96693,16372,11249
2012-10-23,110331,37443,15879,1037,55265,85292,16586,8123
2012-10-30,107674,32943,17374,2180,55698,79933,16853,8187
2012-11-06,102224,29470,12923,3717,53910,76999,15127,8585
2012-11-13,101270,24966,17829,5631,51623,70060,19050,7750
2012-11-20,96297,18774,22453,5049,55254,59038,17220,9757
2012-11-27,96220,16207,21363,4966,58697,60077,16350,9814
2012-12-04,95359,21066,13647,2427,54483,70061,17383,9224
2012-12-11,101329,25894,15429,296,59523,73448,15616,12156
2012-12-18,123113,26318,14750,1589,77833,96601,17373,10173
2012-12-24,96106,26747,6546,104,53548,81841,15707,7615
2012-12-31,93610,27300,9569,316,51311,77246,14683,6479
2013-01-08,93364,24926,7181,0,52465,78033,15973,8150
2013-01-15,102283,27376,7445,35,58378,84181,16494,10622
2013-01-22,110278,31403,8057,48,62320,88383,16507,13790
2013-01-29,115746,34156,12561,229,61988,88265,19373,14691
2013-02-05,117218,38636,9927,61,58463,94500,20058,12730
2013-02-12,123377,40034,13077,159,63399,96509,19785,13632
2013-02-19,123607,38007,10579,180,64418,97474,21002,15374
2013-02-26,124271,41708,10844,591,60488,96326,21484,16510
2013-03-05,138439,42780,17338,756,74045,100527,20858,19818
2013-03-12,163709,41802,13564,469,100577,126551,20861,23125
2013-03-19,107348,45827,7782,233,44410,82368,16878,16965
2013-03-26,111717,44392,9120,409,48963,85253,17953,16935
2013-04-02,113406,45425,10759,37,51408,81731,16536,20879
2013-04-09,110926,43014,11210,81,50320,79691,17511,19944
2013-04-16,114719,46042,10620,294,51036,84596,17347,19209
2013-04-23,118949,50999,8153,39,50458,93435,17453,17322
2013-04-30,121462,47062,8738,10,56051,94129,18339,18585
2013-05-07,120360,47524,9889,23,55018,91760,17795,18688
2013-05-14,119758,45139,9530,395,55521,89468,18703,20365
2013-05-21,115061,40702,8525,1006,53324,83963,20029,21567
2013-05-28,115832,42848,7548,130,52140,86430,20714,21724
2013-06-04,116141,48773,5365,136,48713,89762,18519,20878
2013-06-11,110852,45533,5485,141,47755,86549,17423,18677
2013-06-18,152984,52144,5935,2923,79924,124988,17993,19138
2013-06-25,90591,37177,6907,656,38995,70910,13763,12118
2013-07-02,94107,38427,4307,470,41338,77509,13872,11821
2013-07-09,105680,43682,7976,551,46348,83990,15099,13163
2013-07-16,117118,45411,6341,620,54201,97344,16886,12813
2013-07-23,120073,45286,6269,487,56783,99846,17517,13471
2013-07-30,122453,47361,6088,514,57803,101007,16775,14844
2013-08-06,122681,44439,7339,710,60314,100013,17218,14619
2013-08-13,127247,49652,6692,551,56367,106404,20677,13600
2013-08-20,108810,38319,8341,926,50889,87882,18676,11661
2013-08-27,103065,30046,8449,492,56235,80790,16292,13334
2013-09-03,98038,26671,6732,445,54829,71476,16093,19385
2013-09-10,106124,24685,10131,59,64626,75508,16754,20426
2013-09-17,136227,37990,7877,4811,76834,99705,16592,23834
2013-09-24,136030,58005,8407,558,59969,117067,17498,9998
2013-10-01,118555,42475,8964,747,58258,99397,17075,9447
2013-10-08,100592,29551,10193,484,51861,79623,18696,10292
2013-10-15,100413,20028,15344,540,64685,73512,15160,11017
2013-10-22,105162,26095,14852,432,62906,77752,15729,12126
2013-10-29,117165,31432,18470,491,68896,82864,16346,15340
2013-11-05,125887,39785,17793,690,68821,90327,16591,17077
2013-11-12,128876,40317,19115,666,72279,90974,15614,18121
2013-11-19,130129,40884,24235,671,71707,84454,16867,20769
2013-11-26,135804,43780,24397,866,74854,89179,16304,21362
2013-12-03,143337,50614,21055,1458,74630,101002,16635,19822
2013-12-10,139915,46164,20421,973,76316,100671,16462,17850
2013-12-17,140714,35759,19119,2820,84668,103686,17467,15089
2013-12-24,119508,30366,21252,579,72266,83107,16297,14570
2013-12-31,119617,29874,20707,501,72248,83025,16994,15384
2014-01-07,127488,38920,19718,449,70331,88962,17788,18359
2014-01-14,132331,42790,19021,653,70425,95581,18463,17076
2014-01-21,132592,38981,20399,311,74966,95415,18334,16467
2014-01-28,123940,32252,22564,707,75291,87368,15690,13301
2014-02-04,117814,28427,19451,869,71140,88120,17378,9374
2014-02-11,106661,18863,28784,177,68946,64260,18675,13440
2014-02-18,111326,25949,27195,61,67061,69891,18255,14179
2014-02-25,120913,30360,22725,29,70781,84526,19743,13633
2014-03-04,132489,38786,24277,19,75000,93083,18684,15110
2014-03-11,128696,35407,26281,390,74749,88280,18150,13745
2014-03-18,155561,37728,22260,3140,98308,114371,16385,15790
2014-03-25,127553,33003,24343,19,76863,88200,17668,14991
2014-04-01,128099,35881,25692,18,75679,87118,16521,15271
2014-04-08,116613,27105,28986,75,73203,73486,16230,14066
2014-04-15,107199,24410,25185,75,68493,67617,14221,14322
2014-04-22,119986,27369,25107,33,75930,79649,16654,15197
2014-04-29,121784,32409,22891,95,73687,82205,15593,16593
2014-05-06,118719,30484,26858,183,73242,75165,14810,16513
2014-05-13,136134,43501,26997,33,75284,87508,17316,21596
2014-05-20,121823,32267,33742,105,74388,71155,15063,16821
2014-05-27,129247,36626,27364,1251,74510,83694,16860,16938
2014-06-03,127809,35622,28104,639,72896,81159,18652,17907
2014-06-10,130891,37554,28878,160,75869,83282,17308,18571
2014-06-17,166936,34979,27531,1494,111136,122688,19327,15223
2014-06-24,116223,29157,30667,432,71097,70557,15537,14567
2014-07-01,130149,40490,28376,251,71772,88409,17636,13113
2014-07-08,116977,31549,26515,307,70438,75616,14683,14539
2014-07-15,124372,38017,27930,8,69537,82213,16810,14221
2014-07-22,127254,43438,25094,8,66483,87174,17325,14978
2014-07-29,126706,40638,20143,362,68474,91716,17232,14485
2014-08-05,116656,31289,30261,1057,67494,72836,16816,12502
2014-08-12,109918,26029,33503,15,67616,63373,16258,13027
2014-08-19,111288,27988,30513,464,64719,64547,18117,15764
2014-08-26,121836,36132,30626,1190,67598,72658,16916,17362
2014-09-02,129550,40288,27132,1445,70356,83133,17461,17840
2014-09-09,129446,37718,26265,2809,72429,81958,16490,18414
2014-09-16,171584,48455,25086,5308,101280,121163,16541,20027
2014-09-23,135500,44539,29064,349,74997,91178,15615,14909
2014-09-30,138401,48925,22883,106,72991,98475,16379,16937
2014-10-07,132272,40066,22895,458,75494,91775,16254,17144
2014-10-14,118467,34874,23206,166,67660,80312,15767,14783
2014-10-21,110537,28019,24588,84,70291,68330,12143,17535
2014-10-28,113066,35725,24457,280,64930,70106,12131,18223
2014-11-04,132970,40884,18820,695,75150,92929,16241,20526
2014-11-11,135540,46613,21192,388,72814,91659,15725,22301
2014-11-18,143442,50361,21646,195,75701,98309,17185,23292
2014-11-25,143642,46368,21792,33,79881,97953,17360,23864
2014-12-02,150230,49085,22486,98,82806,105259,18241,22387
2014-12-09,141923,41981,20693,90,83063,101456,16789,19684
2014-12-16,166860,44733,21614,2247,101985,121471,17895,21528
2014-12-23,106710,28827,19277,135,60502,76183,17246,11115
2014-12-30,113907,35374,19401,152,60783,82741,17598,11613
2015-01-06,112615,38587,20025,471,56953,81137,16604,10982
2015-01-13,110732,35334,19632,267,59049,79680,16082,11153
2015-01-20,100601,27557,18556,429,55962,73592,16653,8024
2015-01-27,105940,23195,24829,2243,61952,69724,18550,9144
2015-02-03,105009,26456,17027,1634,55701,76074,21218,10274
2015-02-10,106173,34548,16664,271,51115,77530,20239,11708
2015-02-17,116230,41816,17079,173,53142,87307,21099,11671
2015-02-24,116331,39445,18399,318,55493,86366,21075,11248
2015-03-03,116715,42192,18408,180,58043,83455,16300,14672
2015-03-10,111431,35401,18651,833,59802,76586,15395,15361
2015-03-17,108416,31330,21276,1893,58844,72852,16349,12395
2015-03-24,106649,29942,17545,2504,58411,76495,15792,10105
2015-03-31,97342,22355,16082,4230,54457,66678,16300,10352
2015-04-07,97337,24659,15394,2496,53824,70064,16358,9383
2015-04-14,108686,33128,15887,1117,57601,82041,16840,9641
2015-04-21,100140,27911,15869,765,55867,73612,15597,9894
2015-04-28,114233,32635,16196,2133,64024,84373,15441,11531
2015-05-05,106163,27091,19799,551,62383,74163,16138,11650
2015-05-12,106153,29351,14260,1478,57120,76841,18204,13574
2015-05-19,121405,42463,19790,1254,59023,85008,18665,15353
2015-05-26,113351,34291,20048,1110,60741,78150,17209,14043
2015-06-02,115032,34198,22041,977,62673,79155,17184,12859
2015-06-09,116132,22773,23000,1646,74698,80709,17015,10777
2015-06-16,110632,25269,13317,3056,66565,81855,15742,12404
2015-06-23,106597,34861,10813,1840,56088,82833,13808,11111
2015-06-30,89654,17417,18197,2060,57078,58637,13099,10760
2015-07-07,87318,18963,18174,562,55088,56305,12705,12277
2015-07-14,95022,27226,18186,757,55501,62144,11538,13935
2015-07-21,94865,21140,18601,620,59707,63073,13398,12571
2015-07-28,92515,19543,25652,1126,58674,53811,13172,11926
2015-08-04,96332,21642,24223,373,61208,59657,13109,12079
2015-08-11,94838,20835,31673,118,61312,50030,12573,13017
2015-08-18,93447,20578,31045,2434,59309,44467,11126,15501
2015-08-25,92790,19596,35452,1111,58296,42404,13787,13823
2015-09-01,84688,16810,28392,1477,56006,38485,10395,16334
2015-09-08,87240,20273,22365,3789,52700,44554,10478,16532
2015-09-15,97178,21171,24258,3758,61772,50107,10477,19055
2015-09-22,58776,16459,20478,96,32024,20833,10197,17369
2015-09-29,63979,21919,21605,86,31820,27782,10154,14506
2015-10-06,69336,26260,24373,2,33599,27213,9475,17748
2015-10-13,75144,28248,24694,5,37044,31310,9847,19135
2015-10-20,75453,24855,24641,17,39647,31274,10934,19521
2015-10-27,77406,24343,20741,526,41061,37980,11476,18159
2015-11-03,95580,33800,22409,123,47740,55227,13917,17821
2015-11-10,103733,39928,18879,173,50281,66430,13351,18251
2015-11-17,99462,34098,20974,518,49947,63324,14899,14646
2015-11-24,103013,39188,21432,259,50178,64733,13388,16589
2015-12-01,106807,41860,24651,628,50120,65726,14199,15802
2015-12-08,102591,37120,21639,1420,51058,65795,12993,13737
2015-12-15,124460,40615,17944,2836,66501,90287,14508,13393
2015-12-22,78131,29875,12933,799,34203,53264,13254,11135
2015-12-29,82343,32913,12393,854,35858,57394,12718,11702
2016-01-05,74890,28109,18119,1087,33768,44035,11926,11649
2016-01-12,66331,21789,13093,2116,29664,39697,12762,11425
2016-01-19,61176,16008,13373,592,31888,35349,12688,11862
2016-01-26,61110,16298,15103,137,34019,33110,10656,12760
2016-02-02,59934,15128,15095,926,34129,30109,9751,13804
2016-02-09,64474,15590,16535,857,37759,34403,10268,12679
2016-02-16,62956,13666,13999,1201,38607,34072,9482,13684
2016-02-23,57904,13657,11132,536,34126,31342,9585,14894
2016-03-01,62431,15028,10827,736,35323,37230,11344,13638
2016-03-08,66485,17105,14818,869,37529,35798,10982,15000
2016-03-15,89686,19400,18572,866,56791,52428,12629,17820
2016-03-22,91160,34780,27908,472,44568,44626,11340,18154
2016-03-29,101935,41608,29075,225,46536,54536,13566,18099
2016-04-05,112947,47478,30364,416,50287,64326,14766,17841
2016-04-12,116648,49692,33657,598,50787,63837,15571,18556
2016-04-19,119526,49997,35195,662,53312,63996,15555,19673
2016-04-26,121737,51220,38942,516,53748,63891,16253,18388
2016-05-03,124586,53261,34196,713,55688,72349,14924,17328
2016-05-10,130119,57507,33055,1003,53974,78056,17635,18005
2016-05-17,111611,47914,29784,968,47319,63061,15410,17798
2016-05-24,117560,54706,27353,1076,46336,69652,15442,19479
2016-05-31,122396,55208,28470,449,51288,74527,15451,18950
2016-06-07,130243,56804,31185,477,56057,79750,16905,18831
2016-06-14,148540,65853,24599,1868,63745,103293,17074,18780
2016-06-21,112385,64609,21425,736,30592,75066,16448,15158
2016-06-28,94216,49523,9348,475,30187,72433,14031,11960
2016-07-05,99280,55253,9978,375,29497,71757,14155,17170
2016-07-12,111974,62340,12840,0,33073,77970,16561,21164
2016-07-19,126313,77297,14437,0,33622,88954,15394,22922
2016-07-26,134922,83245,16243,43,32939,98395,18695,20241
2016-08-02,139480,88122,11633,447,33051,108325,17860,19075
2016-08-09,142010,89814,14999,1158,33739,106517,17299,19336
2016-08-16,145266,92032,16361,1518,35113,107096,16603,20291
2016-08-23,146278,93002,16753,1757,34688,107138,16831,20630
2016-08-30,145674,92769,15217,2013,34476,107932,16416,20512
2016-09-06,148052,94920,16498,1802,33658,109508,17672,20244
2016-09-13,157129,77122,18569,2696,60126,117327,17185,18537
2016-09-20,116228,71002,16726,539,29051,83602,15636,15361
2016-09-27,121306,77385,16512,613,27434,88142,15874,16039
2016-10-04,122027,77729,19158,1019,27643,85714,15636,16136
2016-10-11,121522,75492,22871,1148,26920,81843,17962,15660
2016-10-18,117684,76085,20223,1020,24907,80340,15672,16101
2016-10-25,115354,72416,23806,1243,25076,74036,16619,16269
2016-11-01,116627,69356,27137,1151,30415,72203,15705,16136
2016-11-08,116372,74367,30869,767,26288,65957,14950,18779
2016-11-15,123348,75845,15956,2656,28170,79306,16677,25430
2016-11-22,134520,80374,17764,3026,32334,88855,18786,24875
2016-11-29,145653,89343,18823,2688,35456,99926,18166,24216
2016-12-06,142266,87027,17902,1215,35242,99710,18782,23439
2016-12-13,169621,73392,14943,3438,73821,127478,18970,23762
2016-12-20,127432,74608,13313,2333,32057,93611,18434,18175
2016-12-27,129383,74253,13917,2172,33144,94628,19814,18666
2017-01-03,138681,83644,13520,978,34185,106480,19874,17703
2017-01-10,130480,73657,12347,2530,34908,97460,19385,18143
2017-01-17,130417,74734,10618,2541,33707,98104,19435,19154
2017-01-24,134698,82108,18594,1799,30189,96145,20602,18160
2017-01-31,128022,71975,19453,1546,34467,89976,20034,17047
2017-02-07,128263,74095,15994,2469,32996,90703,18703,19097
2017-02-14,127030,70402,15592,3592,33942,88728,19094,19118
2017-02-21,126964,67318,15876,4384,35322,88548,19940,18156
2017-02-28,139220,76255,16743,6202,36195,95073,20568,21202
2017-03-07,147532,82300,16978,7999,35591,104088,21642,18467
2017-03-14,176108,86355,13243,8031,58729,137377,22993,17457
2017-03-21,133401,79436,10849,6963,26586,100618,20416,14971
2017-03-28,134234,82960,9530,6670,24796,103611,19808,14423
2017-04-04,129637,73472,7380,6563,30682,100480,18920,15214
2017-04-11,129137,75181,8685,6789,28060,98593,19107,15070
2017-04-18,131060,77109,10404,7190,27993,98980,18768,14486
2017-04-25,133399,76245,11711,6153,31715,98755,19286,16780
2017-05-02,126370,68659,10552,5828,32132,95084,19751,14906
2017-05-09,121302,59834,10899,6442,34698,88574,20328,15387
2017-05-16,121452,57405,11746,6325,37943,86730,19779,16651
2017-05-23,120339,57501,13563,5352,39045,84294,18441,17130
2017-05-30,119900,60639,14634,5563,36448,81678,17250,18025
2017-06-06,124686,63300,13811,6201,36570,86723,18615,17951
2017-06-13,143596,67450,14059,8360,46124,98317,21662,22860
2017-06-20,122268,69089,7802,7602,28823,87441,16754,19423
2017-06-27,131335,77891,10074,7340,29047,97148,17057,16773
2017-07-03,134823,81661,8410,6781,28743,100365,17638,19267
2017-07-11,129503,78196,8584,6814,27590,95897,16903,18208
2017-07-18,129237,78943,10906,7265,27503,93482,15526,17584
2017-07-25,130303,79850,9971,7209,26944,93119,16300,20004
2017-08-01,137011,83477,17484,5207,31542,94309,16785,20011
2017-08-08,142898,90503,18370,4643,29150,98547,18602,21338
2017-08-15,151974,100850,13545,3114,28680,114594,19330,20721
2017-08-22,152510,101156,8998,2401,29084,120995,19869,20116
2017-08-29,155436,100509,13219,2773,32776,119669,19378,19775
2017-09-05,149637,92381,13410,3696,35109,114121,18451,18410
2017-09-12,168719,94623,11723,5527,48595,130332,19974,21137
2017-09-19,153942,99176,12437,3428,31726,118276,19612,19801
2017-09-26,157868,106786,11065,2214,29505,124479,19363,20110
2017-10-03,154359,99803,13919,2610,30113,116967,21833,20863
2017-10-10,155740,98596,16943,2615,32281,116887,22248,19295
2017-10-17,157849,95932,16164,4636,34325,116079,22956,20970
2017-10-24,162087,96627,16146,4948,38150,119069,22362,21924
2017-10-31,159958,96882,15980,4747,34870,120646,23459,18585
2017-11-07,156241,90298,14210,4864,36828,118614,24251,18553
2017-11-14,158321,90613,10313,4797,37719,124483,25192,18728
2017-11-21,155593,84419,12670,8092,39070,116831,24012,18000
2017-11-28,152224,79706,14762,9033,40124,110628,23361,17801
2017-12-05,156912,86117,13966,7624,40036,117455,23135,17867
2017-12-12,173263,84327,11616,10346,54649,134477,23941,16824
2017-12-19,144739,80820,11423,7158,32489,113130,24272,13028
2017-12-26,144589,83230,11058,7084,30983,113039,23292,13408
2018-01-02,148737,86466,10944,6723,30806,118740,24742,12330
2018-01-09,150638,82257,15472,8487,34479,114829,25415,11850
2018-01-16,157236,88100,18384,7810,37699,116915,23627,14127
2018-01-23,156775,80323,18012,6848,42833,119924,26771,11991
2018-01-30,155650,81477,15348,5878,41345,122433,26950,11991
2018-02-06,132482,65282,21077,2892,44188,96951,20120,11562
2018-02-13,126167,51387,30074,2002,55141,80413,17637,13678
2018-02-20,117925,46500,27354,1936,51144,73582,18345,15053
2018-02-27,118171,44005,21734,2581,52223,79864,19362,13992
2018-03-06,116796,47040,21626,2403,49698,80017,17655,12750
2018-03-13,146003,45798,23255,4040,78164,106108,18001,12600
2018-03-20,106325,43405,16137,2720,43927,74678,16273,12790
2018-03-27,103735,42207,15076,1942,43762,74307,15824,12410
2018-04-03,96907,37119,17557,2252,43232,64923,14304,12175
2018-04-10,96885,33734,16299,2821,45837,64297,14493,13468
2018-04-17,101543,34698,17441,2040,49171,67280,15634,14782
2018-04-24,107037,30286,30524,2566,58079,61534,16106,12413
2018-05-01,103878,32369,30006,1249,54171,60338,16089,12285
2018-05-08,103101,33551,30882,703,53371,58334,15476,13182
2018-05-15,102222,32222,22098,969,51621,65428,17410,13727
2018-05-22,102900,31968,17730,1868,50737,69897,18327,13405
2018-05-29,105059,32323,19277,2104,52463,70347,18169,13331
2018-06-05,97709,32690,15046,270,48747,69187,16002,13206
2018-06-12,114701,35069,10993,5582,56912,82169,17138,15957
2018-06-19,86600,32379,19015,1543,34977,54622,17701,11420
2018-06-26,86795,30795,23594,2295,35077,51270,18628,9636
2018-07-03,83821,29731,18033,4350,33114,50755,16626,10683
2018-07-10,84729,30745,14835,3521,34214,53197,16249,13176
2018-07-17,86417,33203,12876,3006,33000,57419,17208,13116
2018-07-24,89775,37542,16164,2794,32583,57492,16856,13325
2018-07-31,93328,40767,15400,2171,33204,61588,17186,14169
2018-08-07,100255,45927,16151,2632,34209,67534,17487,13938
2018-08-14,98020,43197,16971,2759,32784,64025,19280,14265
2018-08-21,102458,46011,17838,3556,35424,65848,17467,15216
2018-08-28,105305,49898,18085,2913,36215,69476,16279,14831
2018-09-04,106292,51965,15883,3438,33573,72510,17316,14461
2018-09-11,108873,53813,15207,3563,33488,73172,18009,16931
2018-09-18,129073,54180,12930,8312,45732,89722,20849,18109
2018-09-25,107549,61842,11782,4272,23562,78662,17873,12833
2018-10-02,114363,66739,11969,3598,27310,84241,16716,14555
2018-10-09,104688,56967,11866,5198,24939,74100,17584,13524
2018-10-16,92722,40675,14319,5567,28711,58054,17769,14782
2018-10-23,89662,39783,15439,5437,27388,56367,17054,12419
2018-10-30,87354,35929,17379,5440,30107,52053,15878,12482
2018-11-06,83163,36276,14241,1621,31588,52767,13678,14534
2018-11-13,84964,37518,7713,2633,29795,60966,15018,13652
2018-11-20,77799,26426,7726,5199,30727,52968,15447,11906
2018-11-27,78325,27286,7225,4294,30075,53764,16670,13042
2018-12-04,77071,30980,6669,876,30364,54974,14851,14552
2018-12-11,73622,29003,6832,1412,30178,53561,13029,11817
2018-12-18,94413,32384,9007,2229,43917,71955,15883,11222
2018-12-24,83425,42641,7870,818,25001,64912,14965,9825
2018-12-31,73727,34990,7576,684,28056,52444,9997,13023
2019-01-08,74455,33752,8685,1068,29335,49343,10300,15359
2019-01-15,75219,34544,12341,1211,28539,45113,10925,16554
2019-01-22,77019,34186,15421,910,30522,44035,11401,16653
2019-01-29,78347,31816,18033,2708,32328,40881,11495,16725
2019-02-05,85739,31783,24980,1797,39005,41940,13154,17022
2019-02-12,83668,33179,21086,1593,35201,43555,13695,17434
2019-02-19,82138,33560,17980,2428,33127,42012,13023,19718
2019-02-26,85414,37259,16227,2662,32621,48230,12872,18295
2019-03-05,88817,39601,19137,2805,32484,48840,13927,18035
2019-03-12,97225,37121,14429,4141,39455,62978,16508,15677
2019-03-19,79662,39871,20698,3537,23081,40861,13173,14566
2019-03-26,78191,36851,10645,4636,21520,46842,15184,16068
2019-04-02,79760,35044,10510,5744,23603,48304,15369,15202
2019-04-09,79129,37291,10170,4038,23214,50074,14586,14847
2019-04-16,81890,36539,9080,2891,24032,54297,18428,15622
2019-04-23,80932,34108,9443,6562,23594,49733,16668,15194
2019-04-30,82126,35476,11259,6510,23468,47603,16672,16754
2019-05-07,82815,41659,10959,2666,20141,50166,18349,19024
2019-05-14,80889,40170,17810,1489,23483,45823,15747,15767
2019-05-21,77322,33897,16790,3459,24849,39613,15117,17460
2019-05-28,79388,25547,16921,7638,29969,39562,16234,15267
2019-06-04,78412,19944,17813,4801,39140,36922,14527,18876
2019-06-11,74681,20221,13968,4050,35461,38397,14949,18266
2019-06-18,87590,28803,12264,2228,39771,52381,16788,20717
2019-06-25,82649,45581,9117,1070,20263,53448,15735,19014
2019-07-02,85063,45846,7445,1581,20454,59633,17182,16404
2019-07-09,81302,41869,9151,2572,20327,53019,16534,16560
2019-07-16,97782,55278,10218,2313,24198,66005,15993,19246
2019-07-23,93683,52742,8300,2319,22624,64332,15998,18732
2019-07-30,101128,55376,8817,2257,27763,71504,15732,18550
2019-08-06,98257,58041,6620,1049,24181,74975,14986,15613
2019-08-13,91218,50049,6448,1006,24649,66974,15514,16790
2019-08-20,82206,42226,5593,971,24823,59756,14186,15886
2019-08-27,80390,40980,5833,560,24596,56540,14254,17457
2019-09-03,81037,42591,4922,453,22895,57675,15098,17987
2019-09-10,88934,47732,7810,667,25244,62727,15291,17730
2019-09-17,119506,50460,6651,1642,50692,93414,16712,17799
2019-09-24,100218,53969,7631,1463,30797,74867,13989,16257
2019-10-01,103486,54007,8123,1913,32400,76270,15166,17180
2019-10-08,98156,43552,5728,1850,37180,75302,15574,15276
2019-10-15,104694,46407,7891,2128,40358,78706,15801,15969
2019-10-22,106386,48279,8470,2161,40439,81167,15507,14588
2019-10-29,114525,50413,10055,3273,44743,85579,16096,15618
2019-11-05,115129,50749,11662,2789,44837,83677,16754,17001
2019-11-12,113751,47497,9697,5142,44632,80806,16480,18106
2019-11-19,110167,43555,12426,3469,45816,76104,17327,18168
2019-11-26,107317,41435,10706,4907,43143,73287,17832,18417
2019-12-03,101933,37310,11920,4548,43302,68557,16773,16908
2019-12-10,107805,41679,20925,1660,48081,68767,16385,16453
2019-12-17,121558,43491,21577,1382,59087,79905,17598,18694
