,A|MomoRot US-sector widened 27-univ §12.2 (N12/K5),"A|MomoRot US-sector §12 (N12/K5, headline)",A|MomoRot country-ETFs §17 (N12/K5),A|MomoRot crypto-sectors §17 (N12/K5),A|ORB §10 best cell 2018-2025 (NAS100 OR30 2R),A|ORB §10 same cell 2013-2017 (out-of-regime),A|Sneaky Pivot §9 best cell 2018-2025 (NAS100 swing/sneaky/session),A|Sneaky Pivot §9.4 same cell 2013-2017 (out-of-regime),A|VRP naked SVXY §20 (thr 1.2),A|VRP naked SVXY §20 (thr 1.5),A|VRP §21-A fixed 10% sizing (thr 1.2),A|VRP §21-A fixed 20% sizing (thr 1.2),A|VRP §21-B vol-of-vol breaker +20% (thr 1.2),A|VRP §21-C paired VIXY hedge h=1.0 (thr 1.2),B|ICT-SMC BTCUSDT in-regime 2018-2025 (no out-of-regime window -- see docstring),B|ICT-SMC EURUSD in-regime 2018-2025,B|ICT-SMC EURUSD out-of-regime 2013-2017 (full 5yr),B|ICT-SMC SPX500 in-regime 2018-2025,"B|ICT-SMC SPX500 out-of-regime 2017 (1yr, not a full regime test)",B|ICT-SMC XAUUSD in-regime 2018-2025,"B|ICT-SMC XAUUSD out-of-regime 2017 (1yr, not a full regime test)",C|Bollinger BTCUSDT,C|Bollinger ETHUSDT,C|Bollinger EURUSD,C|Bollinger NAS100,C|Bollinger SPX500,C|Bollinger US30,C|Bollinger XAUUSD,C|Ichimoku BTCUSDT,C|Ichimoku ETHUSDT,C|Ichimoku EURUSD,C|Ichimoku NAS100,C|Ichimoku SPX500,C|Ichimoku US30,C|Ichimoku XAUUSD,C|MACD BTCUSDT,C|MACD ETHUSDT,C|MACD EURUSD,C|MACD NAS100,C|MACD SPX500,C|MACD US30,C|MACD XAUUSD,C|MACD-slow-n3 BTCUSDT,C|MACD-slow-n3 ETHUSDT,C|Pairs GLD-SLV N1.5,C|Pairs GLD-SLV N2.0,C|Pairs NAS100-US30 N1.5,C|Pairs NAS100-US30 N2.0,C|Turtle Sys1 BTCUSDT,C|Turtle Sys1 ETHUSDT,C|Turtle Sys1 EURUSD,C|Turtle Sys1 NAS100,C|Turtle Sys1 SPX500,C|Turtle Sys1 US30,C|Turtle Sys1 XAUUSD,C|Turtle Sys2 BTCUSDT,C|Turtle Sys2 ETHUSDT,C|Turtle Sys2 EURUSD,C|Turtle Sys2 NAS100,C|Turtle Sys2 SPX500,C|Turtle Sys2 US30,C|Turtle Sys2 XAUUSD,D|Credit-spread FILTERED 1pct (SPY),D|On-chain active-address surge H20 (BTCUSDT)
2014-06-24,-0.006358673761956979,-0.009022543609449384,-0.004068815600431841,,,-0.0122446681642636,,0.0228890973921877,-0.036707719743432454,-0.036707719743432454,-0.0036707719743432456,-0.007341543948686491,-0.036707719743432454,-0.000807615685159746,,,0.0,,,,,,,0.0,3.0372574629655703e-06,,5.140586338934106e-05,,,,-4.191114836546994e-06,0.0,,-5.140586338934106e-05,,,,4.191114836546994e-06,3.0372574629655703e-06,,-5.4196245591560605e-05,,,,-0.0002357113353876894,-0.0002357113353876894,-0.0024184302963187743,0.0,,,-0.001116581022737928,-0.0003475800395267292,,-0.008544382604161238,,,,-0.001116581022737706,-0.0003475800395267292,,-0.008544382604161016,,0.0,
2014-06-25,0.004240228017443415,0.006253037462478872,0.0018752161568103222,,,0.0075645626054607,,0.0,0.037751508182322535,0.037751508182322535,0.0037751508182322538,0.0075503016364645075,0.037751508182322535,8.199537468822626e-05,,,0.0,,,,,,,0.0,-5.406278055674951e-05,,-1.101973024363101e-05,,,,-1.624295342461668e-05,0.0,,1.101973024363101e-05,,,,1.624295342461668e-05,-5.406278055674951e-05,,-1.101973024363101e-05,,,,-0.0026997043844533275,-0.0026997043844533275,-0.002152152515655925,0.0,,,-0.004358006762419486,0.006063110837770003,,0.0017656454309438185,,,,-0.004358006762419486,0.006063110837770003,,0.0017656454309438185,,0.0,
2014-06-26,-0.00023621235253448172,8.432516974574703e-05,-0.003025181081965789,,,0.0,,0.0,-0.01174590889064131,-0.01174590889064131,-0.001174590889064131,-0.002349181778128262,-0.01174590889064131,0.0013021078108199635,,,0.0,,,,,,,0.0,-1.1423116905193709e-05,,4.511131620689169e-06,,,,1.2070736718520214e-05,0.0,,-4.511131620689169e-06,,,,-1.2070736718520214e-05,-1.1423116905193709e-05,,4.511131620689169e-06,,,,-0.002261898866760037,-0.002261898866760037,-0.0007967124262941438,0.0,,,0.0032438917159336444,0.0012770609294781021,,-0.0007251560958350112,,,,0.0032438917159336444,0.0012770609294781021,,-0.0007251560958350112,,0.0,
2014-06-27,0.0010616744910367795,0.0005599641533180045,0.0038296187224674313,,,0.0094635331832113,,-0.0113745730573524,0.008423675244526141,0.008423675244526141,0.0008423675244526142,0.0016847350489052283,0.008423675244526141,0.0006956999740470593,,,0.0,,,,,,,0.0,-3.3299000337756455e-05,,1.3874376189144336e-06,,,,-3.0135565320463634e-05,0.0,,-4.145775312510702e-06,,,,2.788073364164756e-05,-3.3299000337756455e-05,,4.145775312510702e-06,,,,0.0014530650032167358,0.0014530650032167358,-0.001872238782513358,0.0,,,-0.007378938847268701,0.0037350868008372284,,-0.0006551463601335294,,,,-0.007378938847268701,0.0037350868008372284,,-0.0006551463601336405,,0.0,
2014-06-28,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,0.0,
2014-06-29,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,,,-4.432396791089754e-06,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0011886366037467955,0.0,,0.0,,,,0.0011886366037467955,0.0,,0.0,,0.0,
2014-06-30,-0.0008939616448006227,-0.0007339885911953559,0.001691498910495004,,,-0.0035621306314647,,-0.0161219457514381,0.010069770678156287,0.010069770678156287,0.0010069770678156288,0.0020139541356312576,0.010069770678156287,-0.0018720777122902543,,,0.0194412089015123,,,,,,,-4.960760325749553e-07,-4.098215007496409e-05,,0.0,,,,0.0,0.0,,8.211861514406671e-07,,,,3.5218364856395294e-05,-4.098215007496409e-05,,-8.211861514406671e-07,,,,0.0034644726389517766,0.0034644726389517766,-0.002008048196176171,-0.00046961275131486444,,,-0.009866789365551742,0.004658253907769971,,0.00013072373869649212,,,,-0.009866789365551742,0.004658253907769971,,0.00013072373869649212,,0.0,
2014-07-01,0.00790456146024332,0.006389683725952322,0.0087225335601834,,,0.009760011696114,,0.0,0.025376748366966462,0.025376748366966462,0.002537674836696646,0.005075349673393292,0.025376748366966462,0.0006789028598723768,,,-0.0136747591397845,,,,,,,8.180257824196291e-06,-9.724681698501492e-05,,0.0,,,,0.0,0.0,,6.92625219863019e-05,,,,-8.180257824196291e-06,-0.00010288418573327594,,-6.92625219863019e-05,,,,-0.00034001893296842223,-0.00034001893296842223,-0.001399214749935651,-0.001399214749935651,,,-0.002279258737206802,0.011332553243714072,,0.011211135603891975,,,,0.0,0.011332553243714072,,0.011211135603891975,,0.0,
2014-07-02,-0.0023004475629650398,0.0013433262959046566,0.004995932593583219,,,-0.0138754932023884,,0.0,0.009943669259053323,0.009943669259053323,0.0009943669259053322,0.0019887338518106644,0.009943669259053323,0.00024539339698437246,,,-0.0115885262773721,,,,,,,1.9699860383179946e-05,-1.07300972873281e-05,,0.0,,,,0.0,0.0,,9.48964809349251e-06,,,,-1.9699860383179946e-05,1.07300972873281e-05,,-9.48964809349251e-06,,,,-0.0022266243608353165,-0.0022266243608353165,-6.202245969177955e-05,-6.202245969177955e-05,,,-0.005623153529332514,0.0012370558844003732,,0.0015085384012067937,,,,0.0,0.0012370558844003732,,0.0015085384012067937,,0.0,
2014-07-03,0.0045912713759523,0.00538417253196184,0.003362222331065512,,,0.0,,0.0,0.014112167535855313,0.014112167535855313,0.0014112167535855315,0.002822433507171063,0.014112167535855313,-0.0011217824097377038,,,0.0,,,,,,,3.25561126024021e-05,-6.665358425904211e-05,,-9.638599552093301e-07,,,,0.0,0.0,,4.7350533797660966e-05,,,,-3.25561126024021e-05,6.665358425904211e-05,,-4.83143937528703e-05,,,,-0.0018680401384644774,-0.0018680401384644774,-0.0009651525230690572,-0.0009651525230690572,,,-0.009352873432297626,0.007937156478663221,,0.007803559254246473,,,,0.0,0.007937156478663221,,0.007803559254246473,,0.0,
2014-07-04,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,9.64299964374556e-06,5.1766547776455065e-06,,2.3569408022361403e-06,,,,0.0,0.0,,-2.3569408022361403e-06,,,,-1.0434348110427427e-05,-5.1766547776455065e-06,,-2.3569408022361403e-06,,,,0.0,0.0,0.0001409856987704683,0.0001409856987704683,,,0.0,-0.000625099395926143,,-0.0003910285240122935,,,,0.0,-0.000625099395926143,,-0.00039102852401207144,,0.0,
2014-07-05,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,0.0,
2014-07-06,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,,,-4.81805409461078e-06,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,0.0,
2014-07-07,-0.013046567240595653,-0.005936762138765728,-0.004952037862422976,,,-0.0155531046544626,,0.0,-0.02157497374154904,-0.02157497374154904,-0.002157497374154904,-0.004314994748309808,-0.02157497374154904,-0.001132984791272773,,,0.0,,,,,,,0.0,2.4735376470671477e-05,,1.3142749488879168e-05,,,,0.0,0.0,,-1.3142749488879168e-05,,,,1.3062852559031501e-05,-2.4735376470671477e-05,,-1.3142749488879168e-05,,,,0.002406627124261984,0.002406627124261984,0.0005796313490896154,0.0005796313490896154,,,0.0,-0.0031210728211570338,,-0.0022801252689850227,,,,0.0,-0.003121072821157145,,-0.0022801252689850227,,0.0,
2014-07-08,-0.006073048686101234,-0.005876443610096294,-0.013917633053785062,,,0.0066055276313607,,0.0,-0.01576626629868383,-0.01576626629868383,-0.001576626629868383,-0.003153253259736766,-0.01576626629868383,0.002100544746253985,,,0.0,,,,,,,0.0,0.00010866132897546343,,5.488098896646032e-05,,,,0.0,0.0,,-5.488098896646032e-05,,,,8.047979185501487e-06,-0.00010866132897546343,,-5.488098896646032e-05,,,,-0.0007947156341292505,-0.0007947156341292505,0.0026890170004501557,0.0026890170004501557,,,0.0,-0.013924784066643214,,-0.009690084085282491,,,,0.0,-0.013924784066643214,,-0.00969008408528238,,0.0,
2014-07-09,0.0009088834043993853,0.0041783892598302955,0.0036802529263533666,,,-0.0116858034038612,,0.0,0.019827538243762266,0.019827538243762266,0.001982753824376227,0.003965507648752454,0.019827538243762266,-0.0014490575009186157,,,0.0,,,,,,,0.0,-5.690549896572472e-05,,-2.9396349511412458e-05,,,,0.0,0.0,,2.9396349511412458e-05,,,,1.9497901497040893e-05,5.056134179162683e-05,,2.6339987573917524e-05,,,,0.0015453651790119372,0.0015453651790119372,-0.0013754574727156132,-0.0013754574727156132,,,0.0,0.006829992022544529,,0.005004544515276876,,,,0.0,0.006829992022544529,,0.005004544515276876,,0.0,
2014-07-10,-0.007961786195795486,-0.004681920169834886,-0.01005261215971185,,,0.0179535160700757,,0.0,-0.03580845895701723,-0.03580845895701723,-0.0035808458957017233,-0.007161691791403447,-0.03580845895701723,0.0006045845212435674,,,0.0,,,,,,,0.0,2.800399319291769e-05,,4.265419514800639e-05,,,,0.0,0.0,,-4.265419514800639e-05,,,,-2.865854552384195e-05,2.800399319291769e-05,,4.265419514800639e-05,,,,-0.0034289633615834925,-0.0034289633615834925,-0.0007325100977544352,-0.0007325100977544352,,,0.0,-0.0033717446472478763,,-0.0073266854286485605,,,,0.0,-0.0033717446472478763,,-0.0073266854286485605,,0.0,
2014-07-11,0.0006295904026527577,0.0014396139492591554,-0.001983858275817441,,,0.0030969184371555,,0.0,0.012303507018382565,0.012303507018382565,0.0012303507018382566,0.0024607014036765133,0.012303507018382565,-0.0002817053570762784,,,0.0,,,,,,,0.0,-6.163004248144422e-05,,-2.4275058480824896e-05,,,,0.0,0.0,,2.4275058480824896e-05,,,,-9.74159890681785e-07,-6.163004248144422e-05,,-2.4275058480824896e-05,,,,-0.00028472201586871027,-0.00028472201586871027,-0.001867749200030966,-0.001867749200030966,,,0.0,0.007116861709153044,,0.003968299590389579,,,,0.0,0.007116861709153044,,0.003968299590389579,,0.0,
2014-07-12,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,0.0,
2014-07-13,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,,,3.7479744402846293e-06,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,0.0,
2014-07-14,0.004001119902271299,0.004841395132475302,0.005246513824181643,,,0.0004182950186416,,0.0,0.026446077627500397,0.026446077627500397,0.00264460776275004,0.00528921552550008,0.026446077627500397,-0.0011694295419101275,,,0.0,,,,,,,0.0,-5.7763554941892e-05,,-5.746701703169155e-05,,,,0.0,0.0,,5.746701703169155e-05,,,,-1.4979615203788713e-05,-5.7763554941892e-05,,-5.746701703169155e-05,,,,-0.00045632950300633635,-0.00045632950300633635,-1.4826895510022808e-05,-1.4826895510022808e-05,,,0.0,0.0067723148636631425,,0.00945110683880701,,,,0.0,0.0067723148636631425,,0.00945110683880701,,0.0,
2014-07-15,-0.006974667330578254,-0.0032311634235171914,-0.0013697516111295328,,,0.0173057607541294,,0.0093237616189576,-0.01852869705481608,-0.01852869705481608,-0.001852869705481608,-0.003705739410963216,-0.01852869705481608,-0.0010519084147287971,,,-0.0150299960431646,,,,,,,0.0,2.105939058759998e-05,,-5.711666657530756e-06,,,,-5.710636847631856e-07,0.0,,5.711666657530756e-06,,,,-3.80843236311011e-05,2.105939058759998e-05,,-5.711666657530756e-06,,,,0.000739917993127226,0.000739917993127226,0.0013385528622565368,0.0013385528622565368,,,0.0,-0.002485765870900547,,0.0009299210736379848,,,,0.0,-0.002485765870900658,,0.0009299210736379848,,0.0,
2014-07-16,0.006607823254005395,0.006442205605456141,0.007988674247891847,,,0.0018351889387086,,0.0,0.025134049199880826,0.025134049199880826,0.0025134049199880826,0.005026809839976165,0.025134049199880826,0.0004426911751894691,,,0.0,,,,,,,0.0,-2.791094623452839e-05,,-3.7483120067893785e-05,,,,0.0,0.0,,3.7483120067893785e-05,,,,0.0,-2.791094623452839e-05,,-4.0366749117798954e-05,,,,0.0010121079312989112,0.0010121079312989112,0.0004786086916682697,0.0004786086916682697,,,0.0,0.003190438891803371,,0.006087719114689749,,,,0.0,0.003190438891803371,,0.006087719114689749,,0.0,
2014-07-17,-0.01630089731274633,-0.011959971146992765,-0.013650213414410018,,,-0.0122720595973833,,0.0,-0.09447530223485479,-0.09447530223485479,-0.00944753022348548,-0.01889506044697096,-0.09447530223485479,0.0034883741547984126,,,0.0,,,,,,,-4.979432193923972e-07,0.00012164377929352321,,6.837470090520603e-05,,,,3.8354549306414136e-05,0.0,,-6.837470090520603e-05,,,,3.8354549306414136e-05,0.00012164377929352321,,-7.13851296846016e-05,,,,-0.0010609540715492694,-0.0010609540715492694,0.002663453919415859,0.002663453919415859,,,0.0,-0.014061553347685107,,-0.01129829111081615,,,,0.0,-0.014061553347685107,,-0.011298291110816039,,0.0,
2014-07-18,0.005737328935098396,0.00919854524457371,0.009204246735731036,,,0.0166247175514523,,0.0,0.07220216739075536,0.07220216739075536,0.007220216739075536,0.014440433478151072,-0.0005,0.0015254756614320186,,,0.0,,,,,,,4.438296581772417e-06,-0.00014126379019610447,,-5.2209077482943124e-05,,,,-4.438296581772417e-06,0.0,,5.2209077482943124e-05,,,,-4.438296581772417e-06,-0.00014126379019610447,,-5.5143690589200934e-05,,,,0.002876687326322347,0.002876687326322347,-0.004452735635658067,-0.004452735635658067,,,-0.0013447628484072327,0.015363951410022336,,0.008248347365136688,,,,0.0,0.015363951410022336,,0.008248347365136688,,-0.00029611684090437355,
2014-07-19,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,0.0,
2014-07-20,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,4.288450021074919e-06,0.0,,0.0,,,,-4.288450021074919e-06,0.0,,0.0,,,,-4.288450021074919e-06,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,-0.0012994532762842237,0.0,,0.0,,,,0.0,0.0,,0.0,,0.0,
2014-07-21,-0.006281336837176333,-0.0014357333632794898,-0.002858820559452702,,,-0.0125259803132451,,0.0,-0.023120062781954775,-0.0005,-0.0023120062781954776,-0.004624012556390955,0.0,0.002769904855585592,,,0.0,,,,,,,-6.171242747866624e-06,9.64086630142691e-06,,2.9706673902099024e-05,,,,6.171242747866624e-06,0.0,,-2.9706673902099024e-05,,,,6.171242747866624e-06,9.64086630142691e-06,,-3.274343519673314e-05,,,,-0.0011655292269041606,-0.0011655292269041606,-0.0010032903800336057,-0.0010032903800336057,,,0.0019524195122428978,-0.0010280481756947957,,-0.004722528249253566,,,,0.0,-0.0010280481756947957,,-0.004722528249253566,,-0.00017440799655577753,
2014-07-22,-1.6125819339626174e-06,0.005859598999430294,0.007367631789317741,,,-0.0017537571318044,,0.0,0.019761043228531117,0.019261043228531116,0.0019761043228531117,0.003952208645706223,0.0,-0.001269450988082954,,,0.0,,,,,,,-4.093283982206875e-05,-6.066565580543859e-05,,-2.9352280514773898e-05,,,,4.093283982206875e-05,0.0,,2.9352280514773898e-05,,,,4.093283982206875e-05,-6.066565580543859e-05,,-3.238995231629749e-05,,,,-0.002374538908947066,-0.002374538908947066,-0.0015656687645332346,-0.0015656687645332346,,,0.013045299525017429,0.006569230463139508,,0.004615235018885944,,,,0.0,0.006569230463139508,,0.004615235018885944,,0.0005737734159568413,
2014-07-23,0.0034740703886198434,0.003288679742245981,0.0015087113807443321,,,0.0015108685536443,,0.0,-0.009013103115184218,-0.0005,-0.0009013103115184218,-0.0018026206230368437,-0.009513103115184218,0.00011686466140015117,,,0.0,,,,,,,-4.158374669558374e-06,-6.663595683407131e-05,,2.096033057836788e-06,,,,4.158374669558374e-06,0.0,,-2.096033057836788e-06,,,,4.158374669558374e-06,-7.231749090016426e-05,,-4.9172203826115296e-06,,,,2.0368100453582727e-05,2.0368100453582727e-05,-0.003436599494595405,-0.003436599494595405,,,0.0012774415594145605,0.007290357165384176,,-0.00033368096377628387,,,,0.0012774415594145605,0.007290357165384176,,-0.00033368096377628387,,0.0005899989783938461,
2014-07-24,0.004315620357479277,-0.0015888704543753464,0.0019312055949412433,,,-0.0019842863959235,,0.0,0.007162315370341732,0.0,0.0007162315370341732,0.0014324630740683464,0.007162315370341732,0.0007759396385694783,,,0.0,,,,,,,3.045790865598974e-06,9.97529019710619e-06,,1.8987014448840212e-05,,,,-3.045790865598974e-06,0.0,,-1.8987014448840212e-05,,,,-3.045790865598974e-06,-9.97529019710619e-06,,1.8987014448840212e-05,,,,0.007395254796211781,0.007395254796211781,-0.00045058621258670106,-0.00045058621258670106,,,-0.0009623681035347831,-0.0011032907499485267,,-0.0030871230146836126,,,,-0.0009623681035347831,-0.0011032907499485267,,-0.0030871230146835016,,-7.849091216831042e-05,
2014-07-25,-0.006506022294432823,-0.0026232805857471678,-0.0061273725206850704,,,-0.0123073054867744,,0.0,-0.030138822432746126,-0.030638822432746127,-0.003013882243274613,-0.006027764486549226,-0.030138822432746126,-0.0017510345377274028,,,0.0,,,,,,,-2.6438326661863964e-05,4.291723096483069e-05,,5.830789828040993e-05,,,,2.6438326661863964e-05,0.0,,-6.123632579466132e-05,,,,2.6438326661863964e-05,-4.291723096483069e-05,,6.123632579466132e-05,,,,-0.0016154207882268512,-0.0016154207882268512,-0.0009159547414915314,-0.0009159547414915314,,,0.00831715873599359,-0.004836361184083482,,-0.010109529104862958,,,,0.00831715873599359,-0.004836361184083482,,-0.01010952910486318,,-0.0003999287344939434,
2014-07-26,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,0.0,
2014-07-27,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,-7.073873578711254e-07,0.0,,0.0,,,,7.073873578711254e-07,0.0,,0.0,,,,7.073873578711254e-07,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0002190306521843155,0.0,,0.0,,,,0.0002190306521843155,0.0,,0.0,,0.0,
2014-07-28,-0.0011973789849895281,-0.0004193861682122435,-9.6689750248502e-05,,,-0.0115216627405282,,0.0,0.0045390991382654455,0.0045390991382654455,0.00045390991382654455,0.0009078198276530891,0.0045390991382654455,0.00037243247159879367,,,0.0,,,,,,,6.441403704737781e-06,-1.0853465721558653e-05,,0.0,,,,-6.441403704737781e-06,0.0,,1.6193609946548725e-05,,,,-6.441403704737781e-06,5.2477247698460564e-06,,-1.6193609946548725e-05,,,,0.0006751273870415075,0.0006751273870415075,0.00026700721124950366,0.00026700721124950366,,,-0.002081239134896884,0.0012176030412895944,,0.002600216763354757,,,,-0.002081239134896884,0.0012176030412895944,,0.002600216763354757,,0.0005315659281361809,
2014-07-29,0.0007711634393217535,-0.004679466544306888,-0.0033550058201949227,,,-0.0125065670240037,,0.0,0.0025489656694031027,0.0025489656694031027,0.0002548965669403103,0.0005097931338806206,0.0025489656694031027,-0.001112122196705645,,,0.0155460990740657,,,,,,,-2.046526857874098e-05,1.8887897818312683e-05,,0.0,,,,2.046526857874098e-05,0.0,,-4.1550846116845676e-05,,,,2.046526857874098e-05,1.8887897818312683e-05,,4.1550846116845676e-05,,,,-0.0007558366459968768,-0.0007558366459968768,-0.0011331474149266496,-0.0011331474149266496,,,0.006818544225459133,-0.002105088726412907,,-0.006609180430267592,,,,0.006818544225459133,-0.002105088726412907,,-0.006609180430267592,,-0.0004002660000031309,
2014-07-30,-0.004310813470477371,-0.0010322901303540634,-0.0017728042141322176,,,-0.0021204772245085,,-0.0017127484584545,-0.016641655630657226,-0.016641655630657226,-0.0016641655630657227,-0.0033283311261314455,-0.016641655630657226,0.0012061133982141925,,,0.0,,,,,,,-1.1446766940842457e-05,-4.102816005919774e-05,,0.0,,,,1.1446766940842457e-05,0.0,,-1.559927915638082e-05,,,,1.1446766940842457e-05,-4.102816005919774e-05,,1.559927915638082e-05,,,,-0.0014776163187147917,-0.0014776163187147917,-0.002831371960778928,-0.002831371960778928,,,0.0038066065210835554,0.004609647742839451,,-0.002417399610667892,,,,0.0038066065210835554,0.004609647742839451,,-0.002417399610667892,,0.00013834099807886316,
2014-07-31,-0.013288252343869546,-0.020158518648361313,-0.01982268285773401,,,0.0,,0.0,-0.08543891122285863,-0.08543891122285863,-0.008543891122285863,-0.017087782244571727,-0.08543891122285863,0.0006879582975127807,,,0.0,,,,,,,-4.106147649604042e-06,0.0002079792947537486,,-3.741492928604064e-07,,,,4.106147649604042e-06,0.0,,-0.0001916183433504153,,,,4.106147649604042e-06,0.0002084551628421938,,0.00019124419405755488,,,,-0.0007122231233782084,-0.0007122231233782084,0.0008605484392319451,0.0008605484392319451,,,0.0013502433350283116,-0.02367205063179567,,-0.028736704932867063,,,,0.0013502433350283116,-0.02367205063179567,,-0.028736704932867174,,-0.0036941471191528773,
2014-08-01,-0.004735467880788048,-0.002555887242986943,-0.0071922460217204165,,,-0.0114299922533769,,0.0,-0.04895910528829195,-0.04895910528829195,-0.0048959105288291956,-0.009791821057658391,-0.0005,-0.001475724471577844,,,0.0,,,,,,,2.927765599501031e-05,0.0,,-5.023958513446614e-05,,,,-2.927765599501031e-05,0.0,,0.0,,,,-2.927765599501031e-05,3.390732178523592e-05,,5.023958513446614e-05,,,,0.0055438237346810415,0.0055438237346810415,-0.0008166131674615107,-0.0008166131674615107,,,-0.009764790925111178,-0.003510851770109902,,0.0,,,,-0.009764790925111178,-0.003510851770109902,,0.0,,-0.00033115388237045664,
2014-08-02,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,0.0,
2014-08-03,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,-1.1170480144429008e-07,0.0,,0.0,,,,1.1170480144429008e-07,0.0,,0.0,,,,1.1170480144429008e-07,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,3.619078281968946e-05,0.0,,0.0,,,,3.619078281968946e-05,0.0,,0.0,,0.0,
2014-08-04,0.00772119921389059,0.008733964171272434,0.007566764689606594,,,-0.0114885577840028,,0.0,0.04215639815067851,0.04215639815067851,0.004215639815067851,0.008431279630135702,0.0,-0.004081135847508244,,,0.0,,,,,,,-4.76612476821181e-06,0.0,,4.157358396938538e-05,,,,4.76612476821181e-06,0.0,,0.0,,,,4.76612476821181e-06,-6.0535890773782965e-05,,-4.157358396938538e-05,,,,0.0015060181656306737,0.0015060181656306737,-0.0009481153402198794,-0.0009481153402198794,,,0.0016050291022080554,0.0,,-0.005513523632235229,,,,0.0016050291022080554,0.006122222394082,,0.0,,0.0023916800270950738,
2014-08-05,-0.00928082335761462,-0.011455932671865265,-0.009750079242837086,,,-0.0112669177121057,,0.0,-0.0698820119484651,-0.0005,-0.006988201194846511,-0.013976402389693022,0.0,0.0009354785458315362,,,0.0,,,,,,,-3.7364864361443263e-05,0.0,,-7.124598735435028e-05,,,,3.7364864361443263e-05,0.0,,0.0,,,,3.7364864361443263e-05,6.47754909945586e-05,,7.124598735435028e-05,,,,0.008536738255041032,0.008536738255041032,-0.00032352481798958443,-0.00032352481798958443,,,0.012870216634310205,0.0,,0.009396172318330454,,,,0.012870216634310205,-0.006505904059338707,,0.0,,-0.002201961051581887,
